agent,step,skill_mean,skill_sem,external_return_mean,external_return_sem,learning_progress_mean,learning_progress_sem,easy_ratio_mean,easy_ratio_sem,challenge_ratio_mean,challenge_ratio_sem,noisy_tv_ratio_mean,noisy_tv_ratio_sem,treadmill_ratio_mean,treadmill_ratio_sem,impossible_ratio_mean,impossible_ratio_sem,meaningless_suffering_ratio_mean,meaningless_suffering_ratio_sem,boredom_rate_mean,boredom_rate_sem,challenge_appropriateness_error_mean,challenge_appropriateness_error_sem,mean_selected_challenge_difficulty_mean,mean_selected_challenge_difficulty_sem,total_damage_mean,total_damage_sem
difficulty,1100,1.12,0.0,351.48,9.840492770140308,1.04,1.5539885205834494e-17,0.04996363636363637,0.005725134919208792,0.3524363636363636,0.009850747887084324,0.2889090909090909,0.030783374151246067,0.3086909090909091,0.030290883700408295,0.0,0.0,0.3086909090909091,0.030290883700408295,0.14803636363636363,0.007516927992398739,0.452401162622695,0.001631051520503437,0.572589843332219,0.013330988543773126,0.0,0.0
difficulty,1200,1.12,0.0,369.62,9.791495268437643,1.04,1.5539885205834494e-17,0.047333333333333345,0.005244854945693022,0.33740000000000003,0.008966384690708328,0.2975,0.03261558028147752,0.3177666666666667,0.032112546908245075,0.0,0.0,0.3177666666666667,0.032112546908245075,0.15,0.0068466354681376235,0.4531689277922633,0.0015037678998345784,0.5718201655249872,0.01298820069313461,0.0,0.0
difficulty,1300,1.12,0.0,388.46,9.746593753507856,1.04,1.5539885205834494e-17,0.045184615384615386,0.004849270633118745,0.32512307692307696,0.008300002546109662,0.3041538461538461,0.03418229683238253,0.3255384615384615,0.033719987482956494,0.0,0.0,0.3255384615384615,0.033719987482956494,0.15235384615384615,0.006318725656796183,0.45388406118729,0.0013865279458605945,0.5711411805241741,0.012587723848634878,0.0,0.0
difficulty,1400,1.12,0.0,406.52,9.830574546707194,1.04,1.5539885205834494e-17,0.04334285714285715,0.004504680337116995,0.3139285714285714,0.007771552102002261,0.3103857142857143,0.035555883181568194,0.3323428571428571,0.03516282729185777,0.0,0.0,0.3323428571428571,0.03516282729185777,0.15371428571428572,0.00590194766629854,0.4544255230997667,0.0012837867758888643,0.5711850732515094,0.012121941265697222,0.0,0.0
difficulty,1500,1.12,0.0,424.68,9.74220525678381,1.04,1.5539885205834494e-17,0.04166666666666666,0.004202633878804383,0.30437333333333333,0.0072260089566908835,0.31578666666666666,0.036810022494003856,0.3381733333333334,0.03638419237629555,0.0,0.0,0.3381733333333334,0.03638419237629555,0.15484,0.005475811498273644,0.4548898219302285,0.0011933550187223536,0.5707036864666136,0.011807475807487674,0.0,0.0
difficulty,1600,1.12,0.0,442.22,9.820565260758482,1.04,1.5539885205834494e-17,0.040175,0.003932588854945406,0.2956125,0.0068258794847108105,0.32105000000000006,0.037999901147830605,0.34316250000000004,0.03751404248132712,0.0,0.0,0.34316250000000004,0.03751404248132712,0.1554375,0.0051684399044507005,0.4552554381534681,0.0011201603207368466,0.5705746960434026,0.01146160566008799,0.0,0.0
difficulty,1700,1.12,0.0,459.7,9.875686491250589,1.04,1.5539885205834494e-17,0.03891764705882353,0.0036995929785650092,0.28789411764705886,0.006501336741190781,0.3251764705882353,0.03904492513684928,0.34801176470588224,0.03855128047033101,0.0,0.0,0.34801176470588224,0.03855128047033101,0.1561764705882353,0.004869695332551748,0.4556336068412795,0.0010510159016650198,0.569779343906314,0.011192993578046762,0.0,0.0
difficulty,1800,1.12,0.0,477.56,9.820185791500679,1.04,1.5539885205834494e-17,0.0378,0.0034911961404807427,0.2811444444444444,0.006141778544410939,0.3287333333333333,0.03989077756252322,0.35232222222222226,0.03939779966946969,0.0,0.0,0.35232222222222226,0.03939779966946969,0.15687777777777778,0.004481250376655114,0.45597614504201317,0.0009931702550524237,0.5689984158269488,0.010919869911692892,0.0,0.0
difficulty,1900,1.12,0.0,495.48,9.81174806036111,1.04,1.5539885205834494e-17,0.03672631578947368,0.0032973603416148844,0.27518947368421054,0.00581457326494196,0.3321473684210527,0.040695529778235554,0.3559368421052631,0.040216158102078556,0.0,0.0,0.3559368421052631,0.040216158102078556,0.15755789473684215,0.004203209539578393,0.4562908427322614,0.0009386426904698502,0.5684296230599124,0.010619465089905477,0.0,0.0
difficulty,2000,1.12,0.0,513.14,10.060754627435726,1.04,1.5539885205834494e-17,0.03564,0.003151644857232878,0.27004999999999996,0.005661907265008057,0.33549999999999996,0.04147954007577663,0.35881,0.04091078618812662,0.0,0.0,0.35881,0.04091078618812662,0.15808,0.004010200259644022,0.45652265952892745,0.0008958700530251775,0.5684303440738863,0.010371126392756488,0.0,0.0
difficulty,2100,1.12,0.0,530.94,10.068232927664827,1.04,1.5539885205834494e-17,0.03477142857142857,0.003036986128132365,0.26520952380952384,0.005389462554976715,0.33826666666666666,0.04211095081162451,0.36175238095238094,0.04158578892740304,0.0,0.0,0.36175238095238094,0.04158578892740304,0.1585809523809524,0.0037733336865430366,0.4567665624507412,0.0008529629216973101,0.5679178072941281,0.01011107370756816,0.0,0.0
difficulty,2200,1.12,0.0,547.7,10.097494132461877,1.04,1.5539885205834494e-17,0.03391818181818182,0.0028991856528726998,0.2603,0.00517536313107973,0.34083636363636366,0.04275940519940907,0.3649454545454546,0.04229275692015003,0.0,0.0,0.3649454545454546,0.04229275692015003,0.15851818181818184,0.003629116386672962,0.456950364344485,0.0008121361792959307,0.5673461704363051,0.009859078759691458,0.0,0.0
difficulty,2300,1.12,0.0,565.74,10.17904249536512,1.04,1.5539885205834494e-17,0.03319130434782609,0.002778629863866982,0.25634782608695655,0.004990744104418726,0.34305217391304343,0.04331565242667737,0.36740869565217393,0.04286511035849625,0.0,0.0,0.36740869565217393,0.04286511035849625,0.15899130434782607,0.0034847419653875555,0.45715225576510915,0.0007807396247711784,0.5672331895174328,0.009562314392053472,0.0,0.0
difficulty,2400,1.12,0.0,582.72,10.261719631519776,1.04,1.5539885205834494e-17,0.032475000000000004,0.00266018584291039,0.2523416666666667,0.004808313880105427,0.345325,0.04384889420451995,0.3698583333333334,0.043390380767407304,0.0,0.0,0.3698583333333334,0.043390380767407304,0.15895,0.0033824870762298085,0.45728729132710755,0.0007488198842643332,0.5670200485730659,0.00943494911774413,0.0,0.0
difficulty,2500,1.12,0.0,599.9,10.279174508268092,1.04,1.5539885205834494e-17,0.031976000000000004,0.002548351303754437,0.248616,0.004604809694931009,0.34720799999999996,0.04436189795906632,0.3722,0.043937923185757774,0.0,0.0,0.3722,0.043937923185757774,0.15910400000000002,0.0032211659189726664,0.4574484979423459,0.000721178925805637,0.5665780252581984,0.009306063337075341,0.0,0.0
difficulty,2600,1.12,0.0,616.72,10.204482408456089,1.04,1.5539885205834494e-17,0.031384615384615386,0.002447048205922976,0.24508461538461535,0.004366017042827325,0.3491,0.04483158196468586,0.37443076923076923,0.04440992756654082,0.0,0.0,0.37443076923076923,0.04440992756654082,0.15896923076923078,0.0030878033690923392,0.4575594831759843,0.0007003559323294428,0.5666507995604929,0.009203072574129835,0.0,0.0
difficulty,2700,1.12,0.0,633.04,10.193874110844957,1.04,1.5539885205834494e-17,0.030748148148148146,0.0023550261578457305,0.2417259259259259,0.004194023537286709,0.3506296296296296,0.045233765998485644,0.3768962962962963,0.04489670483931063,0.0,0.0,0.3768962962962963,0.04489670483931063,0.1587851851851852,0.002957384014530516,0.4576756471634041,0.0006733749335356935,0.566477712319634,0.00903119617852682,0.0,0.0
difficulty,2800,1.12,0.0,648.86,10.099424513812856,1.04,1.5539885205834494e-17,0.03022142857142857,0.002283957278419625,0.2384357142857143,0.004020665717431457,0.35238571428571425,0.0456209271743962,0.3789571428571428,0.045335488552373425,0.0,0.0,0.3789571428571428,0.045335488552373425,0.15859285714285712,0.002817923423342989,0.457782755595093,0.0006485357935594472,0.5662703446984998,0.008874125331174825,0.0,0.0
difficulty,2900,1.12,0.0,665.88,9.938448940701903,1.04,1.5539885205834494e-17,0.02977241379310345,0.002199905579058242,0.23565517241379313,0.003836157674687581,0.3538551724137931,0.04598187426899875,0.3807172413793103,0.04571140622832036,0.0,0.0,0.3807172413793103,0.04571140622832036,0.1587241379310345,0.0026951395752715405,0.45792345842392396,0.0006275543228552202,0.5654195021910277,0.008699821885905379,0.0,0.0
difficulty,3000,1.12,0.0,681.42,9.91906389592428,1.04,1.5539885205834494e-17,0.029433333333333332,0.0021221058723196007,0.23257333333333333,0.003704750152998866,0.3553066666666666,0.04635688418251502,0.3826866666666667,0.04613697776686632,0.0,0.0,0.3826866666666667,0.04613697776686632,0.15833333333333333,0.0025778931086875173,0.4579888211762416,0.00060749830855797,0.5651652193471509,0.00854160793712904,0.0,0.0
difficulty,3100,1.12,0.0,696.94,9.961534592048125,1.04,1.5539885205834494e-17,0.02898064516129032,0.002053901282962402,0.22971612903225805,0.0035881504176221843,0.35652903225806454,0.04668186620904571,0.3847741935483871,0.046538967675784554,0.0,0.0,0.3847741935483871,0.046538967675784554,0.15795483870967744,0.0025126089047542467,0.45806399074733434,0.000588732290347549,0.5648186433787243,0.008385805719994881,0.0,0.0
difficulty,3200,1.12,0.0,712.66,9.947519842674764,1.04,1.5539885205834494e-17,0.0286625,0.0019776944936476114,0.22703125,0.003488298702521074,0.3580250000000001,0.047023188754190676,0.38628125,0.04686585051012079,0.0,0.0,0.38628125,0.04686585051012079,0.1576,0.0024467289961522596,0.4581181885013978,0.0005719718101975795,0.5646756794548535,0.00824248385779956,0.0,0.0
difficulty,3300,1.12,0.0,729.68,9.895347907177475,1.04,1.5539885205834494e-17,0.028296969696969695,0.0019123596992191455,0.2250060606060606,0.003341029401968071,0.3591393939393939,0.04729315430093783,0.3875575757575757,0.04715894399144595,0.0,0.0,0.3875575757575757,0.04715894399144595,0.15763636363636363,0.0023767298251655944,0.4581948317553439,0.0005572583618288149,0.5649112472450782,0.008073924645670394,0.0,0.0
difficulty,3400,1.12,0.0,745.74,9.959625023676589,1.04,1.5539885205834494e-17,0.027917647058823533,0.0018686067710305427,0.22287647058823526,0.0032505401983521183,0.3601058823529412,0.04755806812663414,0.38909999999999995,0.04747763693315458,0.0,0.0,0.38909999999999995,0.04747763693315458,0.15757058823529413,0.002313349529617861,0.45827607329193626,0.0005419195390354369,0.564599280968732,0.007923574262159812,0.0,0.0
difficulty,3500,1.12,0.0,761.62,10.05104888424434,1.04,1.5539885205834494e-17,0.027594285714285717,0.0018180105011863902,0.22076571428571432,0.0031542168412643967,0.3613485714285715,0.04785105311935572,0.3902914285714285,0.047757538741252575,0.0,0.0,0.3902914285714285,0.047757538741252575,0.15730285714285716,0.002262699879684157,0.45832039457913515,0.0005302335479310807,0.5646162551669167,0.007803799498138512,0.0,0.0
difficulty,3600,1.12,0.0,777.74,10.05108624447515,1.04,1.5539885205834494e-17,0.027222222222222224,0.0017679005659783859,0.21889444444444442,0.0030534469120729064,0.3624611111111112,0.0480993522062996,0.39142222222222217,0.04801693730946932,0.0,0.0,0.39142222222222217,0.04801693730946932,0.1571611111111111,0.002215327882415197,0.45837234327779847,0.0005131993919871017,0.5644294925689135,0.0076566045582402275,0.0,0.0
difficulty,3700,1.12,0.0,793.84,10.008827124501813,1.04,1.5539885205834494e-17,0.0269945945945946,0.0017179278850706292,0.21696216216216213,0.0029504998276591713,0.3634972972972973,0.048332206971500646,0.39254594594594594,0.04828089973261756,0.0,0.0,0.39254594594594594,0.04828089973261756,0.15705405405405407,0.002168691877602998,0.45843691429492656,0.0004980301412984826,0.5638344294796702,0.007516475919417643,0.0,0.0
difficulty,3800,1.12,0.0,808.62,10.071373454763064,1.04,1.5539885205834494e-17,0.02662631578947369,0.0016797014357724323,0.2149684210526316,0.0028764743716743644,0.3646157894736842,0.048601320098709405,0.3937894736842106,0.04853409550141569,0.0,0.0,0.3937894736842106,0.04853409550141569,0.15657894736842104,0.002129890859326838,0.4584637475113657,0.00048709178808523627,0.563638281020037,0.007403531415054721,0.0,0.0
difficulty,3900,1.12,0.0,823.52,10.144556799242695,1.04,1.5539885205834494e-17,0.026287179487179485,0.0016402935310929215,0.21308717948717948,0.0028301434932825114,0.36577435897435895,0.04885472948834901,0.39485128205128206,0.04876217488566347,0.0,0.0,0.39485128205128206,0.04876217488566347,0.15614871794871793,0.0020939632126402616,0.4584869613729075,0.00047096753942071787,0.5634621500265428,0.007277672673590145,0.0,0.0
difficulty,4000,1.12,0.0,837.48,10.254048080676057,1.04,1.5539885205834494e-17,0.02601,0.001589248956236234,0.211025,0.002789770398715819,0.36678499999999997,0.049103243486742984,0.3961800000000001,0.04901754633781247,0.0,0.0,0.3961800000000001,0.04901754633781247,0.15555,0.002072782808551965,0.45850256961135843,0.0004581061730061346,0.5630300062053526,0.007179051800384588,0.0,0.0
difficulty,4100,1.12,0.0,852.44,10.276271856335162,1.04,1.5539885205834494e-17,0.025741463414634146,0.0015581452999411615,0.20931707317073173,0.0027206096127982563,0.3677073170731708,0.04931260986775153,0.3972341463414634,0.04925478261262998,0.0,0.0,0.3972341463414634,0.04925478261262998,0.1551951219512195,0.0020390064088794436,0.4585295071061451,0.00044752666118231355,0.5629788835665791,0.0070871403150588805,0.0,0.0
difficulty,4200,1.12,0.0,867.48,10.355881302478338,1.04,1.5539885205834494e-17,0.02546190476190477,0.0015138830288914135,0.20773809523809528,0.0026679266945372924,0.36866666666666675,0.049540022202312704,0.3981333333333334,0.04945813530601022,0.0,0.0,0.3981333333333334,0.04945813530601022,0.1548857142857143,0.0020091907848166675,0.4585582510068854,0.0004364339030680246,0.5629244615910689,0.0069670357769861975,0.0,0.0
difficulty,4300,1.12,0.0,882.5,10.309110296336963,1.04,1.5539885205834494e-17,0.025195348837209305,0.0014845794404658573,0.20620000000000002,0.0025967114903086676,0.3695488372093023,0.04975911706873342,0.3990558139534884,0.049664017195884064,0.0,0.0,0.3990558139534884,0.049664017195884064,0.15456279069767442,0.001963338670227212,0.45858454198747867,0.0004282175097833801,0.5626877958303296,0.006891407994403047,0.0,0.0
difficulty,4400,1.12,0.0,896.84,10.273658013560302,1.04,1.5539885205834494e-17,0.024900000000000002,0.0014507598000018471,0.2046227272727273,0.002538509359630641,0.3703818181818182,0.049956603042567924,0.4000954545454546,0.04987470559111744,0.0,0.0,0.4000954545454546,0.04987470559111744,0.15413636363636363,0.0019058082033822118,0.4586013627271333,0.0004212432848817025,0.5625000940138251,0.00684521977296912,0.0,0.0
difficulty,4500,1.12,0.0,911.58,10.32726093247125,1.04,1.5539885205834494e-17,0.024631111111111114,0.001437031177178287,0.20325333333333337,0.0024935068916679707,0.37113777777777784,0.050142576719797535,0.4009777777777777,0.05005795542655053,0.0,0.0,0.4009777777777777,0.05005795542655053,0.1538577777777778,0.0018730670964209033,0.45862577090557644,0.00041346702431096545,0.5623018021238871,0.00674941482744151,0.0,0.0
difficulty,4600,1.12,0.0,925.86,10.419801008715305,1.04,1.5539885205834494e-17,0.024365217391304345,0.0014072653687427167,0.20182173913043477,0.002450118784267286,0.37208260869565213,0.050339243065272175,0.4017304347826087,0.05023478649461891,0.0,0.0,0.4017304347826087,0.05023478649461891,0.15342173913043478,0.0018332012723174182,0.45862700629333475,0.00040509028759797905,0.5623388471162827,0.006679459598839346,0.0,0.0
difficulty,4700,1.12,0.0,939.76,10.343905234977942,1.04,1.5539885205834494e-17,0.024136170212765956,0.0013751528469593622,0.2003191489361702,0.002366680587482995,0.37285531914893616,0.05050723801419829,0.4026893617021276,0.050433457757393205,0.0,0.0,0.4026893617021276,0.050433457757393205,0.153,0.0017906450711375657,0.45864632454809007,0.0003956066274299264,0.5618981548177382,0.006591733961826772,0.0,0.0
difficulty,4800,1.12,0.0,954.28,10.35729221567183,1.04,1.5539885205834494e-17,0.023924999999999995,0.0013501721566554796,0.19897916666666662,0.002305518203464882,0.3736208333333333,0.05068564153410631,0.40347500000000003,0.05060246322361247,0.0,0.0,0.40347500000000003,0.05060246322361247,0.15271250000000003,0.0017511788425044923,0.4586682808933717,0.00038782824696128996,0.5617617221883914,0.006534134944402213,0.0,0.0
difficulty,4900,1.12,0.0,968.44,10.426385680922557,1.04,1.5539885205834494e-17,0.02376326530612245,0.0013274006053659694,0.19758775510204082,0.002271424735796797,0.3743510204081633,0.050858255423132756,0.40429795918367345,0.050778035686633395,0.0,0.0,0.40429795918367345,0.050778035686633395,0.15231020408163265,0.0017232115261753545,0.4586768795293441,0.00037949037960247897,0.5616102549358021,0.006441960795637802,0.0,0.0
difficulty,5000,1.12,0.0,981.76,10.471011880230026,1.04,1.5539885205834494e-17,0.023584,0.001297719695528763,0.19611600000000004,0.0022342644500266884,0.375104,0.05103770170757924,0.40519600000000006,0.05095799582449234,0.0,0.0,0.40519600000000006,0.05095799582449234,0.151748,0.0016973045618009174,0.4586704859986171,0.0003714384234811881,0.5614490124086253,0.006359957597715517,0.0,0.0
difficulty,5100,1.12,0.0,995.28,10.430373229865062,1.04,1.5539885205834494e-17,0.023400000000000004,0.0012814274665202653,0.19470980392156864,0.0022038000219965596,0.37583921568627454,0.05120136010012427,0.4060509803921569,0.051136879907030135,0.0,0.0,0.4060509803921569,0.051136879907030135,0.15122745098039217,0.001665315555261144,0.4586712110222518,0.0003629386321032306,0.5612893585623846,0.006274758701304608,0.0,0.0
difficulty,5200,1.12,0.0,1007.94,10.424085532250464,1.04,1.5539885205834494e-17,0.023188461538461543,0.0012643583036694797,0.19327692307692307,0.0021498123248884964,0.3765615384615385,0.05135802449815037,0.4069730769230769,0.05131630809923054,0.0,0.0,0.4069730769230769,0.05131630809923054,0.15066923076923075,0.001634550649747811,0.45866427884578487,0.00035684861335169826,0.5613583572761623,0.006223907821863382,0.0,0.0
difficulty,5300,1.12,0.0,1022.24,10.483906422586527,1.04,1.5539885205834494e-17,0.023037735849056603,0.0012419676757533546,0.19213962264150944,0.002101365480045284,0.37713207547169814,0.05149986441070665,0.4076905660377359,0.05146163802738197,0.0,0.0,0.4076905660377359,0.05146163802738197,0.1504,0.0016150536739290822,0.4586777444232346,0.00035163041588523225,0.5613238739310814,0.0061456670745340765,0.0,0.0
difficulty,5400,1.12,0.0,1036.06,10.416643276164214,1.04,1.5539885205834494e-17,0.022833333333333337,0.0012221563691918224,0.19105185185185186,0.0020734830709642727,0.37772592592592585,0.05163550076092513,0.4083888888888889,0.05160460007080075,0.0,0.0,0.4083888888888889,0.05160460007080075,0.1500074074074074,0.0015587822417545963,0.45867364208782135,0.00034622019700210994,0.5613023878564037,0.006089384703601612,0.0,0.0
difficulty,5500,1.12,0.0,1050.28,10.37697765759002,1.04,1.5539885205834494e-17,0.022680000000000002,0.0012039605188780213,0.18999272727272726,0.0020286759206172445,0.37837818181818184,0.051779369988612337,0.40894909090909093,0.05173877098207596,0.0,0.0,0.40894909090909093,0.05173877098207596,0.14972727272727274,0.0015276989422068415,0.4586857772918098,0.000339608220474257,0.5612203382533953,0.006015384852917895,0.0,0.0
difficulty,5600,1.12,0.0,1062.72,10.496881558300046,1.04,1.5539885205834494e-17,0.022453571428571427,0.0011825162578691878,0.18875714285714285,0.0020042058027121756,0.37912499999999993,0.05193451810114109,0.4096642857142857,0.051881466377882636,0.0,0.0,0.4096642857142857,0.051881466377882636,0.14917857142857144,0.0015042110818495023,0.4586761638987319,0.00033219239666858495,0.5611505129916645,0.0059671363163989275,0.0,0.0
difficulty,5700,1.12,0.0,1075.84,10.572523495420782,1.04,1.5539885205834494e-17,0.022294736842105266,0.0011561883508717623,0.1875894736842105,0.001973657142671533,0.37979999999999997,0.05207262808797649,0.41031578947368424,0.05201924085940771,0.0,0.0,0.41031578947368424,0.05201924085940771,0.14871929824561406,0.0014940055429896854,0.4586677250039502,0.00032807923952538737,0.5610738795912215,0.0059148948237855966,0.0,0.0
difficulty,5800,1.12,0.0,1088.7,10.629080248957363,1.04,1.5539885205834494e-17,0.0221448275862069,0.0011311739328049293,0.18639655172413788,0.0019459016628711504,0.3804068965517242,0.05221039132225365,0.41105172413793106,0.05216695884640569,0.0,0.0,0.41105172413793106,0.05216695884640569,0.14822758620689658,0.0014693272492739668,0.45866421049430334,0.00032165345007048417,0.5608603861450113,0.005854529341388193,0.0,0.0
difficulty,5900,1.12,0.0,1101.84,10.650528778671324,1.04,1.5539885205834494e-17,0.021959322033898308,0.0011047443096929032,0.1853593220338983,0.0019267212123426282,0.3810101694915254,0.05234599378993627,0.4116711864406779,0.052305905219809525,0.0,0.0,0.4116711864406779,0.052305905219809525,0.14782033898305086,0.0014478285929097603,0.45866447382944253,0.0003151396815049461,0.5607054358271006,0.0057704249950503075,0.0,0.0
difficulty,6000,1.12,0.0,1114.14,10.620273642656198,1.04,1.5539885205834494e-17,0.021753333333333333,0.0010829982736694343,0.18423666666666666,0.001884770627280762,0.38158333333333333,0.05247652239329824,0.41242666666666666,0.05244818135058762,0.0,0.0,0.41242666666666666,0.05244818135058762,0.14732,0.0014051963815596379,0.45865958750193364,0.0003081184507283927,0.5606312626784136,0.0056932473636388,0.0,0.0
difficulty,6100,1.12,0.0,1126.4,10.508771846142903,1.04,1.5539885205834494e-17,0.02158688524590164,0.001065678662773619,0.18310491803278686,0.0018451028009273474,0.3821409836065574,0.052602170101554324,0.41316721311475413,0.05258054099842455,0.0,0.0,0.41316721311475413,0.05258054099842455,0.1468327868852459,0.0013749959999822153,0.4586595264742157,0.00030274125888136327,0.5602335245943708,0.005637516438661837,0.0,0.0
difficulty,6200,1.12,0.0,1138.4,10.504032267541405,1.04,1.5539885205834494e-17,0.02144193548387097,0.0010509985200292207,0.1819451612903226,0.0018051192420238562,0.3827677419354839,0.052723978469648804,0.41384516129032256,0.052711396207179115,0.0,0.0,0.41384516129032256,0.052711396207179115,0.14630967741935483,0.0013470861929821855,0.4586497204737494,0.0002983641988940954,0.5600525466371324,0.005612529110519435,0.0,0.0
difficulty,6300,1.12,0.0,1151.06,10.392203121296546,1.04,1.5539885205834494e-17,0.02129206349206349,0.0010368343790047526,0.18094285714285716,0.001751197764438019,0.38333968253968254,0.052840589012064204,0.41442539682539675,0.052832359235053285,0.0,0.0,0.41442539682539675,0.052832359235053285,0.14582857142857145,0.0013279314269695043,0.45863467623887916,0.00029500654968099983,0.5598932689742087,0.00556460786049825,0.0,0.0
difficulty,6400,1.12,0.0,1162.24,10.42949350131048,1.04,1.5539885205834494e-17,0.021115625,0.0010248915953439332,0.17978750000000002,0.001714226189442755,0.38400625000000005,0.05297870401925616,0.415090625,0.05296095039386559,0.0,0.0,0.415090625,0.05296095039386559,0.145234375,0.0013077861932899023,0.4586181020204515,0.000289236858889359,0.559801885315805,0.005518687059391564,0.0,0.0
difficulty,6500,1.12,0.0,1174.52,10.446959913226976,1.04,1.5539885205834494e-17,0.02096,0.0010038501897583329,0.1788184615384615,0.0016969563097807418,0.38445846153846164,0.05308413820138276,0.41576307692307696,0.053094226781013915,0.0,0.0,0.41576307692307696,0.053094226781013915,0.1447569230769231,0.0012858539606670993,0.4586007703738064,0.0002855124105185122,0.5598488096146181,0.005488709090431559,0.0,0.0
